죄종별,항목,단위,2013 년,2014 년,2015 년,2016 년,2017 년,2018 년,2019 년,2020 년,2021 년,2022 년,행정구역
방화연소,발생건수[건],건,2.0,2,,1,1,-,-,-,1,1,전라북도
진화방해,발생건수[건],건,,,,-,-,-,1,-,-,-,전라북도
폭발성물건파열(치사·상),발생건수[건],건,,1,,-,-,1,-,-,-,-,전라북도
폭발성물건파열(과실),발생건수[건],건,1.0,,2.0,3,2,1,2,-,2,-,전라북도
가스등방출(치사·상),발생건수[건],건,,,,-,1,1,2,-,1,-,전라북도
가스등방출(과실),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
가스등공급사용방해(치사·상),발생건수[건],건,,,,-,-,-,-,-,-,1,전라북도
가스등공급사용방해(과실),발생건수[건],건,,,,-,-,-,-,1,-,-,전라북도
자동차방화,발생건수[건],건,1.0,2,1.0,1,5,2,1,2,-,1,전라북도
절도범죄,발생건수[건],건,9576.0,8908,8488.0,6065,5438,5653,5818,5744,5595,5629,전라북도
절도,발생건수[건],건,7812.0,6975,6405.0,4976,4606,4833,4848,4748,4679,4915,전라북도
절도(상습),발생건수[건],건,41.0,65,522.0,89,26,21,7,26,32,5,전라북도
특수절도,발생건수[건],건,705.0,1034,995.0,708,475,527,452,553,474,388,전라북도
특수절도(상습),발생건수[건],건,,2,58.0,4,-,-,9,4,-,-,전라북도
야간주거침입절도,발생건수[건],건,256.0,259,369.0,254,286,229,389,307,235,176,전라북도
야간주거침입절도(상습),발생건수[건],건,,7,48.0,-,-,5,18,39,-,-,전라북도
불법사용,발생건수[건],건,26.0,17,26.0,25,39,25,19,25,39,63,전라북도
불법사용(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특가법(절도),발생건수[건],건,736.0,549,65.0,9,6,13,76,42,136,82,전라북도
특가법(단체등의조직),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
폭력범죄,발생건수[건],건,9075.0,8927,9471.0,9160,8844,8742,8679,8461,7380,7034,전라북도
상해,발생건수[건],건,1529.0,1462,1546.0,1560,1515,1581,1380,1268,971,919,전라북도
상해,발생건수[건],건,1523.0,1448,1532.0,1528,1504,1558,1362,1254,957,910,전라북도
상해(중),발생건수[건],건,,3,2.0,10,-,1,-,-,1,1,전라북도
상해(상습),발생건수[건],건,,,,-,-,1,1,1,-,-,전라북도
상해(상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
상해치사,발생건수[건],건,2.0,2,1.0,3,-,4,4,-,2,1,전라북도
존속상해,발생건수[건],건,4.0,8,9.0,18,4,13,11,7,7,1,전라북도
존속상해(중),발생건수[건],건,,,,-,-,-,-,1,-,-,전라북도
존속상해(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속상해(상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속상해치사,발생건수[건],건,,1,,-,-,-,-,-,1,-,전라북도
특가법(보복상해등),발생건수[건],건,,,1.0,-,4,2,1,1,1,3,전라북도
아동학대처벌법위반(상습상해),발생건수[건],건,,,1.0,-,-,-,-,-,-,-,전라북도
특수상해,발생건수[건],건,,,,1,-,-,-,1,-,1,전라북도
특수상해(중),발생건수[건],건,,,,-,-,1,-,-,-,-,전라북도
특수상해(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속상해(특수·특수중),발생건수[건],건,,,,-,3,1,1,3,2,2,전라북도
폭행,발생건수[건],건,4135.0,4192,4469.0,4939,4719,4612,4742,4468,3639,3495,전라북도
폭행,발생건수[건],건,4027.0,4078,4326.0,4624,4339,4196,4299,4084,3184,3025,전라북도
폭행(상습),발생건수[건],건,,,,-,4,2,1,2,2,1,전라북도
폭행치상,발생건수[건],건,23.0,31,26.0,19,39,35,46,43,54,39,전라북도
폭행치사,발생건수[건],건,5.0,6,1.0,1,-,2,-,-,-,1,전라북도
특수폭행,발생건수[건],건,1.0,2,46.0,227,254,295,308,252,252,285,전라북도
특수폭행(상습),발생건수[건],건,,,,-,-,-,-,-,3,12,전라북도
특수폭행치상,발생건수[건],건,,,1.0,2,1,1,3,1,1,4,전라북도
특수폭행치사,발생건수[건],건,,,,-,-,-,-,-,1,-,전라북도
존속폭행,발생건수[건],건,25.0,19,20.0,23,22,31,25,32,37,36,전라북도
존속폭행(특수),발생건수[건],건,,,,-,-,-,1,-,2,-,전라북도
존속폭행(상습),발생건수[건],건,,,,1,-,-,-,-,-,-,전라북도
존속폭행치상,발생건수[건],건,,,,1,-,-,-,-,-,-,전라북도
존속폭행치사,발생건수[건],건,1.0,,,-,1,-,-,-,-,-,전라북도
특가법(운전자폭행등),발생건수[건],건,44.0,45,46.0,37,56,44,57,52,100,86,전라북도
특가법(보복폭행등),발생건수[건],건,,,,2,-,4,2,1,1,5,전라북도
특가법(보복범죄등),발생건수[건],건,9.0,11,3.0,1,3,2,-,1,2,1,전라북도
아동학대처벌법위반(상습폭행),발생건수[건],건,,,,1,-,-,-,-,-,-,전라북도
체포·감금,발생건수[건],건,46.0,41,47.0,50,53,36,32,38,46,34,전라북도
체포·감금,발생건수[건],건,40.0,33,39.0,40,46,30,25,31,31,26,전라북도
체포·감금(중),발생건수[건],건,2.0,,,4,2,1,-,-,5,2,전라북도
체포·감금(특수),발생건수[건],건,,,1.0,,,,,,,,전라북도
체포·감금(특수·특수중),발생건수[건],건,,,,1,3,-,1,1,4,1,전라북도
체포·감금(상습·상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
체포·감금치사상(중·특수·상습),발생건수[건],건,3.0,8,7.0,5,2,4,5,6,6,5,전라북도
존속체포·감금,발생건수[건],건,1.0,,,-,-,1,1,-,-,-,전라북도
존속체포·감금(중),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속체포·감금(특수·특수중),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속체포·감금(상습·상습중),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속체포·감금치사상(중·특수·상습),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특가법(보복체포·감금등),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
아동학대처벌법위반(상습체포·감금),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
협박,발생건수[건],건,118.0,152,260.0,464,468,478,529,536,592,589,전라북도
협박,발생건수[건],건,113.0,148,197.0,186,194,252,239,254,258,239,전라북도
협박(특수),발생건수[건],건,4.0,4,56.0,270,265,220,282,273,321,334,전라북도
협박(상습),발생건수[건],건,,,1.0,2,1,1,-,1,-,-,전라북도
협박(상습특수),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속협박,발생건수[건],건,1.0,,4.0,4,2,-,3,4,4,6,전라북도
존속협박(특수),발생건수[건],건,,,,1,-,1,3,1,3,3,전라북도
존속협박(상습),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
존속협박(상습특수),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특가법(운전자협박),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특가법(보복협박등),발생건수[건],건,,,2.0,1,6,4,2,3,6,7,전라북도
아동학대처벌법위반(상습협박),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
약취·유인,발생건수[건],건,3.0,10,7.0,5,4,5,3,4,3,4,전라북도
약취·유인(미성년자),발생건수[건],건,2.0,2,5.0,3,3,3,2,3,2,2,전라북도
약취·유인(추행·간음·결혼·영리),발생건수[건],건,,8,,2,1,2,1,1,-,2,전라북도
약취·유인(노동력착취·성매매·성적착취·장기적출),발생건수[건],건,,,1.0,-,-,-,-,-,1,-,전라북도
인신매매,발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
인신매매(추행·간음·결혼·영리),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
인신매매등(노동력착취·성매매·성적착취·장기적출),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
국외이송약취·유인·인신매매,발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
피약취자·피유인자·피매매자(상해·치상),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
피약취자·피유인자·피매매자(살해·치사),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
피약취자·피유인자·피매매자(수수·은닉),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특가법(영리약취·유인·매매),발생건수[건],건,1.0,,1.0,,,,,,,,전라북도
특가법(약취·유인등),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특가법(13세미만약취·유인등),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
아동복지법위반(아동매매),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
아동학대처벌법위반(상습국외이송),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
아동학대처벌법위반(상습약취·유인·인신매매),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
아동학대처벌법위반(상습피약취자·피매매자·피유인자),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
폭력행위등,발생건수[건],건,1543.0,1326,1398.0,497,441,399,347,319,278,260,전라북도
폭력행위등처벌에관한법률위반(상습),발생건수[건],건,15.0,22,75.0,4,2,1,2,3,-,1,전라북도
폭력행위등처벌에관한법률위반(공동),발생건수[건],건,701.0,610,599.0,427,411,346,292,280,260,232,전라북도
"폭력행위등처벌에관한법률위반(집단,흉기등)",발생건수[건],건,716.0,625,634.0,25,2,9,7,2,-,5,전라북도
"폭력행위등처벌에관한법률위반(상습집단,흉기등)",발생건수[건],건,23.0,9,9.0,-,-,1,1,-,1,-,전라북도
폭력행위등처벌에관한법률위반(야간·공동),발생건수[건],건,3.0,,,-,-,-,-,-,-,-,전라북도
폭력행위등처벌에관한법률위반(야간집단흉기등),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
폭력행위등처벌에관한법률위반(단체등의구성·활동),발생건수[건],건,17.0,5,32.0,30,20,37,29,23,11,17,전라북도
"폭력행위등처벌에관한법률위반(단체등의[상습·공동·집단흉기등,상습집단흉기등])",발생건수[건],건,62.0,46,39.0,5,5,2,12,5,,,전라북도
폭력행위등처벌에관한법률위반(단체등의[상습·공동·상습특수]),발생건수[건],건,,,,,,,,,2,3,전라북도
폭력행위등처벌에관한법률위반(단체등의이용·지원),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
폭력행위등처벌에관한법률위반(우범자),발생건수[건],건,6.0,9,10.0,6,1,3,4,6,4,2,전라북도
공갈,발생건수[건],건,159.0,206,122.0,75,117,96,159,200,155,216,전라북도
공갈,발생건수[건],건,157.0,201,106.0,71,113,93,151,195,152,214,전라북도
공갈(상습),발생건수[건],건,2.0,3,16.0,4,2,2,4,1,-,-,전라북도
특경법(공갈),발생건수[건],건,,2,,-,-,-,1,1,-,-,전라북도
아동학대처벌법위반(상습공갈),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
특수공갈,발생건수[건],건,,,,-,2,1,3,3,3,2,전라북도
특수공갈(상습),발생건수[건],건,,,,,,,,,,-,전라북도
손괴,발생건수[건],건,1542.0,1538,1622.0,1570,1527,1535,1487,1628,1696,1517,전라북도
손괴의죄,발생건수[건],건,,1538,1622.0,1570,1527,1535,1487,1628,1696,1517,전라북도
아동학대처벌법위반(상습손괴),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
지능범죄,발생건수[건],건,9722.0,8841,9479.0,9609,9356,10664,11442,13013,11921,14267,전라북도
직무유기,발생건수[건],건,16.0,23,17.0,19,15,28,23,28,28,106,전라북도
직무유기·수행거부,발생건수[건],건,16.0,23,17.0,19,15,28,23,27,27,106,전라북도
특가법(직무유기),발생건수[건],건,,,,-,-,-,-,1,1,-,전라북도
폭력행위등처벌에관한법률위반(직무유기),발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
직권남용,발생건수[건],건,13.0,4,13.0,11,13,26,28,28,28,85,전라북도
직권남용(권리행사방해·체포·감금),발생건수[건],건,12.0,3,10.0,8,9,22,25,23,21,70,전라북도
독직폭행·가혹행위,발생건수[건],건,,,2.0,1,3,3,3,4,3,12,전라북도
피의사실공표,발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
공무상비밀누설,발생건수[건],건,1.0,1,1.0,2,-,1,-,1,2,3,전라북도
선거방해,발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
"특가법(체포·감금,독직폭행·가혹행위)",발생건수[건],건,,,,-,1,-,-,-,2,-,전라북도
증수뢰,발생건수[건],건,17.0,12,6.0,13,19,8,17,13,10,11,전라북도
뇌물수수등,발생건수[건],건,9.0,6,2.0,9,14,2,10,5,3,5,전라북도
뇌물공여등,발생건수[건],건,4.0,1,,2,3,2,3,1,3,-,전라북도
특가법(뇌물),발생건수[건],건,3.0,3,1.0,-,2,2,-,-,-,1,전라북도
특가법(알선수재),발생건수[건],건,1.0,2,3.0,2,-,-,1,1,2,2,전라북도
부패방지법,발생건수[건],건,,,,-,-,-,-,-,-,-,전라북도
부정청탁금지법,발생건수[건],건,,,,-,-,2,3,6,2,3,전라북도
통화,발생건수[건],건,44.0,21,11.0,15,34,15,13,13,5,14,전라북도
통화위조·변조,발생건수[건],건,34.0,15,6.0,10,29,12,10,7,5,7,전라북도
특가법(통화위조),발생건수[건],건,1.0,2,,-,-,-,-,2,-,-,전라북도
기타통화에관한죄,발생건수[건],건,9.0,4,5.0,5,5,3,3,4,-,7,전라북도
문서·인장,발생건수[건],건,513.0,516,481.0,500,401,377,462,431,415,385,전라북도
공문서위조·변조,발생건수[건],건,102.0,81,119.0,80,95,91,80,81,63,94,전라북도
